country,mortality,increase_mort,smoke_prev,increse_smoke,CO,uplift_CO,O3,uplift_O3,Economy (GDP per Capita)
Lesotho,110.24333333333334,-2.0333333333333314,25.0,-0.6000003814697248,0.18783169733333335,0.0006960240000000086,0.05152157493953093,0.00020907836874770044,0.456157082303365
Liberia,30.915,-0.5249999999999995,9.0,-0.40000025431315156,0.20667152449999998,-0.013561147249999995,0.04798335460332862,-0.00017316479712939885,0.09332544826209543
Libya,26.335,0.32000000000000023,22.969999694824217,0.0,0.1380274385,-3.4685000000006516e-05,0.0639008590882863,0.0010025587774529013,1.084341532173155
Lithuania,12.899999999999999,-0.27249999999999996,33.14999961853027,-0.5666669209798177,0.1567234365,-0.0009437189999999956,0.054399131755248575,-1.9828604066600127e-05,1.2320030869674676
Luxembourg,20.36,-0.27249999999999996,22.40000057220459,-0.5333334604899088,0.176256906,-0.0031809865000000034,0.04884805643398042,0.000536290701839949,1.644843399448395
Madagascar,66.5925,-0.5125000000000028,29.84999942779541,-0.96666653951009,0.14466870075,-0.004145897500000002,0.04224740808967255,0.0005507717962947248,0.26389717329263673
Malawi,38.182500000000005,-0.33000000000000007,12.200000286102295,-0.6000000635782884,0.22211013300000002,-0.0032438085000000005,0.04109253174418798,-0.00021567778757895084,0.13064300957441322
Malaysia,32.6425,0.36750000000000055,23.34999942779541,-0.3666667938232433,0.3078798685,-0.05731533899999999,0.05393169486881305,-0.0003844306257847503,1.2071238549423224
Maldives,51.83,-0.0799999999999983,25.899999618530277,-1.7000007629394496,0.10379733,-0.0029250590000000076,0.0561717662665992,0.0024298457549902022,1.4068502354259496
Mali,57.68,-0.16000000000000014,9.25,-0.4333330790201817,0.17279930875,-0.00017504924999999644,0.044502842159401076,-5.66699423774561e-07,0.3549601234579087
Malta,15.765000000000004,-0.11000000000000032,25.399999618530273,-0.599999745686849,0.11659370599999999,-0.0034761042500000006,0.06694309686340645,0.001020588835363677,1.2821249596405024
Marshall Islands,106.09,-1.4899999999999949,28.399999618530277,0.0,0.05787357499999998,-0.004651581000000002,0.0452591504878972,0.0005857205973667998,0.6320808760938048
Mauritania,30.0425,-0.45500000000000007,11.850000381469728,-0.5,0.1161489705,-0.0010904607500000013,0.05309506984580565,0.0002858202175560244,0.5683593221855162
Mauritius,34.845,0.18250000000000094,20.949999809265137,-0.29999987284342566,0.07333542499999998,-0.0035313694999999992,0.049619671013383077,0.0007427067732467749,1.1076813867282875
Mexico,36.545,-0.09999999999999964,14.299999713897705,-0.6000000635782884,0.24664758375,0.0014454892500000015,0.05197890335359605,0.0008023327162236492,1.0817009544658651
Moldova,17.6675,-0.40000000000000036,28.300000190734863,0.2666670481363921,0.1415043235,-0.002861341999999996,0.0556726811570567,0.00013710712149022503,0.6680301575660705
Mongolia,28.1625,-0.11500000000000021,30.100000381469727,-0.3333333333333333,0.144948418,-0.004119093249999997,0.058635896405442325,-1.4262639984150005e-05,0.9394889663982401
Montenegro,10.090000000000003,-0.14000000000000012,32.44999885559082,-0.4333330790201823,0.14579788425,-0.004057263749999998,0.05934304038912815,0.00045988611524479944,1.0477222589874273
Morocco,38.4675,-0.33999999999999986,15.550000190734863,-0.4333337148030605,0.18526348175000001,-0.0015139400000000053,0.05916770699537305,0.0005173377522167,0.8081211452770233
Mozambique,40.49333333333333,-0.45333333333333314,15.900000095367432,-1.0999999046325684,0.143695897,0.0012589659999999916,0.043694303805279895,0.0003360144081670652,0.17179521666526798
Myanmar,121.795,-2.0500000000000007,46.94999885559082,-1.2333335876464868,0.2984121455,-0.007550320249999992,0.047959030834703924,0.0003673097609597012,0.41532763760089875
Namibia,66.36,-0.9100000000000014,15.5,-0.5333334604899088,0.14330925333333333,-0.002194507000000003,0.0478957354382481,-0.00037869133422763446,0.9237681085650126
Nauru,100.71,-2.5700000000000074,49.20000076293945,-2.5999984741210938,0.052925214,-0.0023075070000000003,0.0403213028398362,0.002123651795928695,0.5563761976319948
Nepal,233.55,-0.46750000000000114,33.75,-1.5,0.87247653175,0.016999873,0.0598250158657692,0.0003546939556396747,0.4277625479650498
Netherlands,28.7925,-0.04249999999999954,23.600000381469727,-0.6666666666666666,0.1539563,-0.003162291750000004,0.050339054757965025,0.0007122268739130251,1.41476615884781
New Zealand,27.8375,0.03249999999999975,15.349999904632568,-0.7666667302449545,0.06169515824999999,-0.00045920199999999883,0.046317012048921524,0.0006773929298475503,1.321136512002945
Nicaragua,42.12,-0.4400000000000013,10.149999952316284,0.0,0.1142667115,0.0008830835,0.046112388275482044,2.657416420029715e-05,0.7155696019363404
Niger,53.465,-0.192499999999999,7.75,-0.10000006357828772,0.18594835875,0.0034904762499999987,0.05052782157126678,0.0002811093971819261,0.1237563326895238
Nigeria,35.89,-0.6349999999999998,4.299999952316284,-0.2666665712992349,0.3987997735,0.009707504249999997,0.05264719223901272,0.0004492220256615987,0.719816564025879
North Korea,115.1,-2.4200000000000017,17.799999237060547,-1.8000011444091797,0.620899185,0.008703161999999987,0.0579232056515107,-0.0007465810626102048,0.8482356026010515
Norway,26.96,-0.27500000000000036,18.90000057220459,-1.2000001271565754,0.13315462075,1.6181750000003603e-05,0.0541441977224515,0.00046033024882550025,1.5272257960891724
Oman,28.814999999999998,-1.625,7.8500001430511475,0.09999990463256825,0.16043198349999999,0.0004170245000000017,0.06643277282305829,0.0006112440606038452,1.36011
Pakistan,106.61,-1.8575000000000015,22.199999809265137,-0.9333337148030599,0.75194128975,0.008149450249999995,0.06046445873344795,0.0002464505185865752,0.66561838265419
Palau,108.81,-0.980000000000004,17.899999618530273,-1.5000000000000036,0.071628836,0.007961592000000003,0.0504294595135545,0.003439793272343998,0.9124006776986125
Panama,20.8575,-0.125,5.8500001430511475,-0.36666663487752277,0.12445564225,-0.001177496,0.05219785212385283,0.0005444598216313764,1.1480846089935302
Papua New Guinea,211.39,-1.0800000000000125,39.900001525878906,-2.5999984741210938,0.090057341,-0.0007775909999999941,0.0326341342321303,0.001092660365745901,0.3868506334487597
Paraguay,23.2925,-0.07000000000000028,13.300000190734863,-0.7999998728434239,0.15162940425,-0.0023500537499999974,0.0404697709136971,0.0003552040251959005,0.8552793293190002
Peru,23.3475,-0.6124999999999998,10.09999990463257,-0.9333333969116211,0.14367888025,0.0028305972499999975,0.0413731054046861,-0.00013202663696537485,0.9663588180446625
Philippines,53.54,-0.7149999999999999,24.399999618530277,-0.6666666666666666,0.167322808,-0.008717711499999996,0.05179257311979335,0.00019841020157189936,0.787547303853035
Poland,15.594999999999999,-0.125,25.950000762939453,-0.8333333333333334,0.1671339345,-0.0029951242500000017,0.05121018228498267,0.00018151568307782535,1.2097969656944274
Portugal,23.8375,-0.04750000000000032,25.25,0.03333282470703125,0.16014058525,-0.005068872499999998,0.05675691364703435,0.0009665391245131747,1.234788823719025
Qatar,25.535,-0.6425000000000001,12.099999904632568,-0.0666666030883789,0.24364384675,0.007486358250000005,0.07833228329433678,0.0013499723814456473,1.7586139215087901
Romania,20.725,-0.03000000000000025,29.050000190734863,-0.4333337148030587,0.1654584615,-0.0036404797499999947,0.05182324894448743,0.0004950900523031741,1.1367084778308876
Russia,17.38,-0.3825000000000003,27.699999809265137,-0.39999961853027344,0.15487486425,-0.00125469525,0.050754113520285096,0.00018954137403017456,1.2006745242881776
Rwanda,51.0925,-0.3849999999999998,15.0,-0.5999997456868478,0.546464158,-0.0007738407500000044,0.0465969839602146,-3.9720700256049306e-05,0.31282147330999377
Samoa,83.8,-1.25,25.899999618530277,-2.2000007629394496,0.05133373399999999,-0.0012178710000000023,0.0449267178614482,0.0006481688054515017,0.458257940518856
Sao Tome and Principe,90.13,-1.5,5.800000190734865,-0.39999961853027344,0.108826237,-0.004379377999999989,0.0512712755661205,-0.00024356301863179963,0.7321713235638937
Saudi Arabia,33.7075,-0.6025000000000009,14.199999809265137,0.0,0.16348832475,0.0031618057500000037,0.06611633626726245,0.0007522812559216004,1.4486408887958526
Senegal,43.1825,-0.4800000000000004,7.700000047683716,-0.40000009536743164,0.160368556,-0.00239618925,0.054086011937246325,0.0003182144267796002,0.4291072556066513
Serbia,26.4225,-0.54,40.5,-0.2666676839192732,0.16668672425,-0.00403691875,0.0533867712507749,0.0005958704077663503,0.9998043948173525
Seychelles,32.87,-0.19000000000000483,20.600000381469727,-1.5,0.070318945,-0.0034498870000000126,0.0472693839016843,0.0007305562208856017,0.883135989713669
Sierra Leone,46.0875,-0.40749999999999886,16.200000286102295,-1.2666667302449544,0.35011707375,-0.0391699885,0.051536898542366275,-0.00015491755823442485,0.32987773217916494
Singapore,10.745000000000005,-0.11249999999999982,16.550000190734863,0.03333346048990882,0.25143100325,-0.07108454575,0.0598526659725016,-0.0005220572183081747,1.597171917476655
Slovakia,13.182500000000001,-0.2650000000000001,31.5,0.0,0.17747324949999999,-0.0046283589999999986,0.05049602471423133,0.0005569432299655994,1.2460083893871299
Slovenia,12.645,0.012499999999999734,22.5,-0.13333384195963538,0.20641091150000002,-0.006892367999999996,0.05257367790343355,0.0003331014198318504,1.2611639886379251
Solomon Islands,147.33,-0.04999999999998295,36.79999923706055,-1.1000022888183594,0.05755011200000004,0.001593359000000003,0.0433787325443826,-1.2004338438703632e-05,0.532257676385343
Somalia,68.17,-0.5,13.98000011444092,0.0,0.0914306455,0.00022619500000000542,0.04784809608023245,0.0007804124911384019,0.011321592144668213
South Africa,52.1475,-1.5724999999999998,20.699999809265137,-0.20000012715657434,0.46904439774999995,0.007434203250000007,0.049709114892852596,0.00012324439097302457,0.984837176418305
South Korea,19.2375,-0.1349999999999998,22.59999942779541,-0.7999998728434233,0.55852002825,-0.016990874749999996,0.0567767052522781,0.0009224731157421763,1.317942110738755
South Sudan,41.855000000000004,-0.4499999999999993,10.600000143051147,0.0,0.27088882449999996,-0.020330080500000014,0.0413139718168785,-0.00018537854402489792,0.395594312877655
Spain,29.509999999999998,-0.2525000000000004,28.90000057220459,-0.5333334604899088,0.14339509849999998,-0.005032924750000001,0.0576830018689167,0.0009398094357658242,1.302009466085435
Sri Lanka,72.2975,-2.3500000000000014,22.799999237060547,-0.3333333333333333,0.259713327,0.0027377882499999982,0.05462913145740472,0.0007296538630606753,0.9340675360965726
Sudan,47.224999999999994,-0.9849999999999994,20.25999994277954,0.0,0.14599981299999998,0.0009008854999999899,0.05599759086229875,0.00039673964256595196,0.64510334608078
Suriname,21.78,-0.1400000000000005,22.580000019073488,0.0,0.094492342,-0.0026455520000000093,0.0450493930543732,-0.0022586051610299016,1.09686
Sweden,18.38,-0.03500000000000014,26.34999942779541,-1.03333346048991,0.12646129625,-0.0004621187499999971,0.057523231548264074,0.00032343732527677534,1.40822681725502
Switzerland,15.280000000000001,-0.14749999999999996,25.950000762939453,-0.16666666666666663,0.175968448,-0.006957896999999998,0.051688223941902874,0.000758470339574626,1.477204888305665
Syria,35.584999999999994,-0.0800000000000019,21.539999961853027,0.0,0.24628875700000002,0.0030455970000000114,0.05829338114800085,0.000918468869063948,0.762171567173004
Taiwan,24.96,0.4000000000000021,30.110000038146975,0.0,0.284791306,-0.005601944999999997,0.0570105028377907,-0.002792394413666799,1.39729
Tajikistan,53.480000000000004,-0.07000000000000028,16.279999780654904,0.0,0.179845591,0.0028883024999999955,0.05443342343012445,0.0004954145142670001,0.5065318177223204
Tanzania,32.1575,-0.245000000000001,10.400000095367432,-0.8000001907348638,0.16045408225,-0.003247367000000001,0.04273907021872085,-1.2394449161224426e-05,0.4307214690446853
Thailand,25.3625,-0.14749999999999996,23.300000190734863,-0.5333334604899088,0.33395971175,-0.005480705750000009,0.05161727567305115,0.0004937405935982499,1.05001719288826
Togo,44.9025,-0.46500000000000163,7.649999856948851,-0.36666663487752277,0.257855006,-0.002172631500000001,0.04907922701421652,0.00017461677276427515,0.26358867935180674
Tonga,55.66,-0.7800000000000011,31.100000381469727,-0.5,0.050758729,-0.001031747999999999,0.0512590171390729,0.0008007723601974048,0.7224644661082626
Trinidad and Tobago,15.725000000000001,0.11000000000000026,21.22000002861023,0.0,0.08869891199999998,-0.001736289000000002,0.0538322802972373,0.00042503332691005286,1.3435379503822351
Tunisia,25.165,-0.28000000000000025,25.800000190734863,-0.5333334604899088,0.2019775475,-0.002634804500000004,0.06073282593509535,0.0008675614315692744,0.94140895154953
Turkey,43.7375,-0.9225000000000012,31.0,-0.06666692097981652,0.151461116,-0.0025289492499999955,0.05631176945312525,0.0003524210698381755,1.1430435935020449
Turkmenistan,12.857500000000002,0.16749999999999993,6.25,-0.2999998728434245,0.13604579049999999,-0.0013002525000000015,0.05709644673141085,0.00021350324866285103,1.046354190740585
Uganda,45.345,-0.48249999999999993,9.899999618530273,-0.6666666666666661,0.3625953285,-0.0014365074999999894,0.04715061087146712,3.984406255092514e-05,0.3154101788306237
Ukraine,15.1375,0.12000000000000005,27.300000190734863,-0.7333329518636079,0.14521810275000002,-0.002844034500000002,0.052181921039530475,0.00011097518887847463,0.8398979873514175
United Arab Emirates,48.21,-1.0199999999999996,19.319999980926514,0.0,0.27366039799999997,0.016541287999999987,0.0742595709425007,0.0047053596670962455,1.599931684741975
United Kingdom,36.685,-0.0625,17.699999809265137,-1.0666662851969402,0.144673479,-0.002348052500000003,0.03874164882626392,0.00037904500307980003,1.33870848493576
Uruguay,36.3,-0.2024999999999988,23.149999618530273,-0.7666664123535156,0.08805430625000002,-0.0012544482500000016,0.04656631440525265,0.0006754565641045509,1.1384474238109599
Uzbekistan,29.9425,-0.16500000000000004,18.449999809265137,-0.43333371480305993,0.1670695735,-0.0006384917500000043,0.05273316380680443,0.0005150461967839241,0.7184477719306945
Vanuatu,122.58,-1.3500000000000085,18.200000762939453,-1.1999988555908239,0.05613034,-0.0006577129999999973,0.0502560455337036,0.00047480430491540077,0.7166180675458907
Venezuela,24.16,0.3549999999999986,28.540000343322752,0.0,0.14547480200000001,0.004968801999999996,0.04798792245892305,-0.0001540459711321523,1.1310506004905698
Yemen,52.185,0.062499999999999944,21.149999618530273,-0.4333330790201823,0.178796254,0.007098115250000002,0.0606125967483641,0.00046071279369274895,0.539890861840248
Zambia,43.3925,-0.5400000000000009,15.050000190734863,-0.2999998728434239,0.19783886825,-0.006094487000000003,0.04500953440641703,-5.391827923832514e-05,0.5702016948223115
Zimbabwe,50.650000000000006,-0.5,12.850000381469728,-0.5,0.19254399575,-0.00462235775,0.044923860424616525,8.692895909502563e-05,0.33856413374185557
